order_id,customer_id,product,category,quantity,unit_price,sales,profit,date,region,discount_pct
ORD00510,CUST0288,Protein Shaker,Sports,5,450,2250,615.88,2023-04-21,Central,0
ORD00285,CUST0276,Cotton T-Shirt Pack,Clothing,5,1020.0,5100.0,1552.05,2023-04-22,East,15.0
ORD01204,CUST0201,Python Mastery,Books,5,712.5,3562.5,1202.94,2023-04-22,North,5.0
ORD01512,CUST0142,Sports Shorts,Clothing,5,855.0,4275.0,1512.17,2023-04-22,Central,5.0
ORD01614,CUST0181,Air Fryer Deluxe,Home & Kitchen,1,6750.0,6750.0,1587.63,2023-04-22,Central,10.0
ORD01960,CUST0275,Business Analytics,Books,3,464.0,1392.0,576.32,2023-04-22,East,20.0
ORD00984,CUST0221,Winter Jacket,Clothing,3,4930.0,14790.0,4848.4,2023-04-23,South,15.0
ORD01391,CUST0116,Non-stick Cookware Set,Home & Kitchen,1,6460.0,6460.0,1456.3,2023-04-23,West,5.0
ORD01507,CUST0296,Running Shoes,Clothing,2,4275.0,8550.0,3635.8,2023-04-23,North,5.0
ORD00863,CUST0067,Laptop Pro X1,Electronics,5,68000.0,340000.0,60083.63,2023-04-24,West,20.0
ORD01208,CUST0088,Yoga Mat Premium,Sports,4,1710.0,6840.0,1698.14,2023-04-24,East,5.0
ORD01579,CUST0205,Protein Shaker,Sports,1,405.0,405.0,139.95,2023-04-24,Central,10.0
ORD00960,CUST0065,Running Shoes,Clothing,2,4500,9000,3014.65,2023-04-25,South,0
ORD01285,CUST0120,Jump Rope Pro,Sports,3,380,1140,310.51,2023-04-25,South,0
ORD00492,CUST0007,Jump Rope Pro,Sports,5,342.0,1710.0,616.8,2023-04-26,Central,10.0
ORD01337,CUST0027,Protein Shaker,Sports,4,427.5,1710.0,428.67,2023-04-26,West,5.0
ORD01891,CUST0140,Smart Watch Series 5,Electronics,4,17600.0,70400.0,11905.46,2023-04-26,North,20.0
ORD00124,CUST0008,Bed Sheet Set,Home & Kitchen,4,2800,11200,2617.5,2023-04-27,Central,0
ORD00240,CUST0188,Sports Shorts,Clothing,3,765.0,2295.0,701.67,2023-04-27,West,15.0
ORD00956,CUST0270,Foam Roller,Sports,5,807.5,4037.5,1437.9,2023-04-27,Central,15.0
ORD01352,CUST0079,Python Mastery,Books,2,750,1500,534.34,2023-04-28,Central,0
ORD01567,CUST0197,Wireless Headphones,Electronics,1,8500,8500,1200.12,2023-04-28,West,0
ORD00427,CUST0081,Running Shoes,Clothing,1,4050.0,4050.0,1558.54,2023-04-29,East,10.0
ORD00853,CUST0108,Python Mastery,Books,3,750,2250,964.02,2023-04-29,Central,0
ORD01375,CUST0139,Coffee Maker Pro,Home & Kitchen,2,3360.0,6720.0,1555.65,2023-04-29,North,20.0
ORD01624,CUST0125,Running Shoes,Clothing,2,4275.0,8550.0,2675.84,2023-04-29,East,5.0
ORD01725,CUST0108,Mechanical Keyboard,Electronics,2,6175.0,12350.0,1310.14,2023-04-29,East,5.0
ORD01958,CUST0230,Data Science Handbook,Books,2,650,1300,555.78,2023-04-29,South,0
ORD01303,CUST0196,USB-C Hub,Electronics,4,3200,12800,1038.85,2023-04-30,East,0
ORD01760,CUST0095,Data Science Handbook,Books,1,520.0,520.0,250.88,2023-04-30,East,20.0
ORD01953,CUST0008,Sports Shorts,Clothing,4,900,3600,1548.23,2023-04-30,North,0
ORD00518,CUST0191,Business Analytics,Books,5,580,2900,1138.98,2023-05-01,East,0
ORD01715,CUST0089,Jump Rope Pro,Sports,3,380,1140,365.83,2023-05-01,North,0
ORD00621,CUST0109,Protein Shaker,Sports,2,450,900,256.68,2023-05-02,South,0
ORD00760,CUST0163,Resistance Bands Set,Sports,5,1080.0,5400.0,2110.04,2023-05-02,North,10.0
ORD01373,CUST0156,Protein Shaker,Sports,3,382.5,1147.5,307.91,2023-05-02,South,15.0
ORD01632,CUST0066,Business Analytics,Books,5,580,2900,1282.95,2023-05-02,West,0
ORD00099,CUST0129,Non-stick Cookware Set,Home & Kitchen,1,5780.0,5780.0,1322.97,2023-05-03,South,15.0
ORD00578,CUST0091,Blender 1000W,Home & Kitchen,2,3500,7000,2171.83,2023-05-03,North,0
ORD01802,CUST0159,Coffee Maker Pro,Home & Kitchen,2,4200,8400,2030.68,2023-05-03,South,0
ORD01929,CUST0092,Sports Shorts,Clothing,1,765.0,765.0,333.36,2023-05-03,South,15.0
ORD00406,CUST0266,Resistance Bands Set,Sports,1,1200,1200,414.25,2023-05-04,West,0
ORD01009,CUST0121,Python Mastery,Books,5,637.5,3187.5,1275.16,2023-05-04,North,15.0
ORD01129,CUST0073,Smart Watch Series 5,Electronics,3,22000,66000,7758.39,2023-05-04,West,0
ORD01550,CUST0103,Machine Learning A-Z,Books,1,820,820,271.1,2023-05-04,North,0
ORD01474,CUST0003,Foam Roller,Sports,5,807.5,4037.5,1073.21,2023-05-05,South,15.0
ORD01850,CUST0048,Yoga Mat Premium,Sports,5,1620.0,8100.0,2838.35,2023-05-05,South,10.0
ORD00158,CUST0279,Smart Watch Series 5,Electronics,1,20900.0,20900.0,2248.59,2023-05-06,East,5.0
ORD00173,CUST0031,Sports Shorts,Clothing,5,810.0,4050.0,1279.51,2023-05-06,Central,10.0
ORD01010,CUST0269,Foam Roller,Sports,4,950,3800,998.84,2023-05-06,East,0
ORD01429,CUST0243,Business Analytics,Books,4,493.0,1972.0,956.09,2023-05-07,East,15.0
ORD01553,CUST0134,Sports Shorts,Clothing,4,720.0,2880.0,1099.1,2023-05-07,Central,20.0
ORD00214,CUST0191,USB-C Hub,Electronics,1,2720.0,2720.0,447.68,2023-05-08,Central,15.0
ORD00250,CUST0067,Resistance Bands Set,Sports,5,960.0,4800.0,1103.88,2023-05-08,West,20.0
ORD01267,CUST0056,Machine Learning A-Z,Books,1,820,820,260.06,2023-05-08,South,0
ORD00679,CUST0231,Foam Roller,Sports,2,950,1900,710.14,2023-05-09,West,0
ORD01626,CUST0118,Blender 1000W,Home & Kitchen,4,3500,14000,3995.62,2023-05-09,West,0
ORD00848,CUST0150,Yoga Mat Premium,Sports,1,1800,1800,553.06,2023-05-10,Central,0
ORD01099,CUST0276,Laptop Pro X1,Electronics,4,72250.0,289000.0,43895.65,2023-05-10,East,15.0
ORD00049,CUST0019,Sports Shorts,Clothing,5,810.0,4050.0,1132.46,2023-05-11,East,10.0
ORD00310,CUST0179,Resistance Bands Set,Sports,2,1080.0,2160.0,628.02,2023-05-11,North,10.0
ORD00467,CUST0090,Coffee Maker Pro,Home & Kitchen,3,3570.0,10710.0,3248.07,2023-05-11,West,15.0
ORD01059,CUST0224,Blender 1000W,Home & Kitchen,4,3500,14000,3112.07,2023-05-11,North,0
ORD01150,CUST0090,Foam Roller,Sports,5,950,4750,1682.81,2023-05-11,North,0
ORD01348,CUST0251,USB-C Hub,Electronics,4,2560.0,10240.0,1517.3,2023-05-11,Central,20.0
ORD01397,CUST0296,Laptop Pro X1,Electronics,3,85000,255000,22706.4,2023-05-11,West,0
ORD01845,CUST0014,Slim Fit Jeans,Clothing,5,1760.0,8800.0,2269.44,2023-05-11,Central,20.0
ORD01961,CUST0104,USB-C Hub,Electronics,5,2560.0,12800.0,1661.4,2023-05-11,North,20.0
ORD00186,CUST0062,Non-stick Cookware Set,Home & Kitchen,4,5780.0,23120.0,6117.51,2023-05-13,North,15.0
ORD00715,CUST0050,Air Fryer Deluxe,Home & Kitchen,1,7500,7500,2439.59,2023-05-13,Central,0
ORD01110,CUST0074,Python Mastery,Books,2,712.5,1425.0,630.18,2023-05-13,Central,5.0
ORD01419,CUST0100,Machine Learning A-Z,Books,4,697.0,2788.0,1034.81,2023-05-13,East,15.0
ORD01662,CUST0275,Resistance Bands Set,Sports,1,1080.0,1080.0,356.33,2023-05-13,South,10.0
ORD00546,CUST0195,Sports Shorts,Clothing,5,900,4500,1901.32,2023-05-14,East,0
ORD00739,CUST0044,Business Analytics,Books,5,551.0,2755.0,1252.88,2023-05-14,West,5.0
ORD00880,CUST0242,Data Science Handbook,Books,1,650,650,286.17,2023-05-14,Central,0
ORD01181,CUST0223,Sports Shorts,Clothing,1,900,900,383.89,2023-05-14,North,0
ORD00780,CUST0159,Business Analytics,Books,3,493.0,1479.0,497.15,2023-05-15,West,15.0
ORD00405,CUST0047,Winter Jacket,Clothing,1,5800,5800,2003.1,2023-05-16,North,0
ORD00922,CUST0012,Sports Shorts,Clothing,4,765.0,3060.0,1096.36,2023-05-16,East,15.0
ORD00925,CUST0272,Machine Learning A-Z,Books,4,779.0,3116.0,1124.3,2023-05-16,Central,5.0
ORD00299,CUST0061,Protein Shaker,Sports,3,405.0,1215.0,315.6,2023-05-17,East,10.0
ORD00408,CUST0189,Smart Watch Series 5,Electronics,2,20900.0,41800.0,6577.06,2023-05-17,East,5.0
ORD00438,CUST0191,Jump Rope Pro,Sports,1,342.0,342.0,81.12,2023-05-17,West,10.0
ORD01023,CUST0211,Resistance Bands Set,Sports,4,1140.0,4560.0,1720.17,2023-05-17,East,5.0
ORD01336,CUST0269,Python Mastery,Books,2,750,1500,560.12,2023-05-17,South,0
ORD01924,CUST0015,Protein Shaker,Sports,4,427.5,1710.0,592.96,2023-05-17,Central,5.0
ORD00044,CUST0005,Foam Roller,Sports,3,807.5,2422.5,578.12,2023-05-18,Central,15.0
ORD00265,CUST0147,Jump Rope Pro,Sports,1,304.0,304.0,72.76,2023-05-18,Central,20.0
ORD00380,CUST0089,Machine Learning A-Z,Books,5,738.0,3690.0,1169.55,2023-05-18,East,10.0
ORD01315,CUST0097,Slim Fit Jeans,Clothing,3,1760.0,5280.0,2199.25,2023-05-18,South,20.0
ORD00394,CUST0294,Non-stick Cookware Set,Home & Kitchen,5,5780.0,28900.0,9313.81,2023-05-19,East,15.0
ORD01688,CUST0129,Bed Sheet Set,Home & Kitchen,4,2800,11200,3812.82,2023-05-19,West,0
ORD01995,CUST0177,Machine Learning A-Z,Books,1,820,820,257.3,2023-05-19,East,0
ORD00687,CUST0134,Blender 1000W,Home & Kitchen,3,3500,10500,2100.15,2023-05-20,South,0
ORD01883,CUST0200,Business Analytics,Books,4,551.0,2204.0,867.5,2023-05-20,Central,5.0
ORD00207,CUST0110,Coffee Maker Pro,Home & Kitchen,4,4200,16800,3930.89,2023-05-21,East,0
ORD00422,CUST0029,USB-C Hub,Electronics,2,3200,6400,520.11,2023-05-21,East,0
ORD00943,CUST0213,Business Analytics,Books,5,551.0,2755.0,1217.85,2023-05-21,South,5.0
ORD01179,CUST0091,Slim Fit Jeans,Clothing,1,2200,2200,915.84,2023-05-21,East,0
ORD00014,CUST0300,Protein Shaker,Sports,5,427.5,2137.5,609.53,2023-05-22,West,5.0
ORD00566,CUST0204,Running Shoes,Clothing,3,4275.0,12825.0,5270.55,2023-05-22,East,5.0
ORD01498,CUST0169,Smart Watch Series 5,Electronics,4,22000,88000,13188.25,2023-05-22,Central,0
ORD01574,CUST0257,Jump Rope Pro,Sports,3,342.0,1026.0,391.89,2023-05-22,East,10.0
ORD00218,CUST0071,Coffee Maker Pro,Home & Kitchen,3,3360.0,10080.0,2730.35,2023-05-23,North,20.0
ORD00355,CUST0293,Resistance Bands Set,Sports,2,1020.0,2040.0,588.6,2023-05-23,Central,15.0
ORD00829,CUST0168,Jump Rope Pro,Sports,1,380,380,98.48,2023-05-23,West,0
ORD01273,CUST0002,Air Fryer Deluxe,Home & Kitchen,4,6375.0,25500.0,8295.49,2023-05-23,West,15.0
ORD01138,CUST0154,Yoga Mat Premium,Sports,4,1530.0,6120.0,1481.87,2023-05-24,North,15.0
ORD00381,CUST0123,Air Fryer Deluxe,Home & Kitchen,1,7500,7500,1919.97,2023-05-25,East,0
ORD00598,CUST0153,Coffee Maker Pro,Home & Kitchen,1,3780.0,3780.0,1251.99,2023-05-25,East,10.0
ORD00879,CUST0077,Machine Learning A-Z,Books,2,820,1640,504.1,2023-05-25,Central,0
ORD01734,CUST0067,Resistance Bands Set,Sports,1,1200,1200,330.8,2023-05-25,East,0
ORD00600,CUST0177,Coffee Maker Pro,Home & Kitchen,4,3570.0,14280.0,4679.82,2023-05-26,South,15.0
ORD00773,CUST0217,Python Mastery,Books,5,750,3750,1642.46,2023-05-26,East,0
ORD01596,CUST0284,Running Shoes,Clothing,1,4500,4500,1777.42,2023-05-26,South,0
ORD01791,CUST0058,Bed Sheet Set,Home & Kitchen,3,2660.0,7980.0,2381.87,2023-05-26,South,5.0
ORD00178,CUST0140,Wireless Headphones,Electronics,3,8500,25500,2055.57,2023-05-27,East,0
ORD00807,CUST0175,Cotton T-Shirt Pack,Clothing,5,1200,6000,2430.64,2023-05-27,West,0
ORD00888,CUST0146,Mechanical Keyboard,Electronics,4,5525.0,22100.0,2048.43,2023-05-27,West,15.0
ORD01211,CUST0258,Resistance Bands Set,Sports,3,1200,3600,796.82,2023-05-27,West,0
ORD01866,CUST0101,Machine Learning A-Z,Books,2,738.0,1476.0,481.12,2023-05-27,South,10.0
ORD01963,CUST0035,Slim Fit Jeans,Clothing,4,1980.0,7920.0,2567.51,2023-05-27,South,10.0
ORD01676,CUST0245,Business Analytics,Books,1,493.0,493.0,178.53,2023-05-28,Central,15.0
ORD01976,CUST0083,Business Analytics,Books,1,551.0,551.0,254.06,2023-05-28,East,5.0
ORD00759,CUST0071,Resistance Bands Set,Sports,5,1200,6000,1784.47,2023-05-29,East,0
ORD01756,CUST0128,Jump Rope Pro,Sports,1,342.0,342.0,81.06,2023-05-29,South,10.0
ORD00283,CUST0279,Mechanical Keyboard,Electronics,4,5200.0,20800.0,2381.88,2023-05-30,West,20.0
ORD00614,CUST0082,Winter Jacket,Clothing,5,5220.0,26100.0,9967.14,2023-05-30,South,10.0
ORD00697,CUST0238,Business Analytics,Books,3,580,1740,815.55,2023-05-30,North,0
ORD01322,CUST0169,Data Science Handbook,Books,3,650,1950,888.45,2023-05-30,North,0
ORD01790,CUST0262,Blender 1000W,Home & Kitchen,4,2800.0,11200.0,2448.42,2023-05-30,West,20.0
ORD00065,CUST0048,Protein Shaker,Sports,3,450,1350,492.99,2023-05-31,South,0
ORD00488,CUST0293,Mechanical Keyboard,Electronics,5,5525.0,27625.0,4924.86,2023-05-31,Central,15.0
ORD01390,CUST0001,Python Mastery,Books,1,750,750,289.07,2023-05-31,South,0
ORD01044,CUST0183,USB-C Hub,Electronics,4,3040.0,12160.0,1572.27,2023-06-01,Central,5.0
ORD01374,CUST0024,Cotton T-Shirt Pack,Clothing,2,1200,2400,618.76,2023-06-01,Central,0
ORD01628,CUST0061,Non-stick Cookware Set,Home & Kitchen,4,6460.0,25840.0,7125.48,2023-06-01,North,5.0
ORD01713,CUST0032,Clean Code,Books,2,416.0,832.0,376.28,2023-06-01,North,20.0
ORD01794,CUST0291,Business Analytics,Books,5,580,2900,1311.57,2023-06-01,East,0
ORD00451,CUST0182,Python Mastery,Books,2,750,1500,533.96,2023-06-02,South,0
ORD01197,CUST0208,Blender 1000W,Home & Kitchen,1,3325.0,3325.0,991.23,2023-06-02,Central,5.0
ORD01395,CUST0136,Business Analytics,Books,1,464.0,464.0,225.79,2023-06-02,North,20.0
ORD00219,CUST0003,Clean Code,Books,1,520,520,178.43,2023-06-03,North,0
ORD01420,CUST0209,Smart Watch Series 5,Electronics,1,19800.0,19800.0,3182.84,2023-06-03,Central,10.0
ORD01620,CUST0111,Protein Shaker,Sports,5,450,2250,761.11,2023-06-03,West,0
ORD00520,CUST0196,Yoga Mat Premium,Sports,3,1710.0,5130.0,1178.52,2023-06-04,Central,5.0
ORD00921,CUST0085,Laptop Pro X1,Electronics,1,72250.0,72250.0,6848.97,2023-06-04,East,15.0
ORD01041,CUST0224,Protein Shaker,Sports,3,382.5,1147.5,457.88,2023-06-04,South,15.0
ORD01679,CUST0253,Slim Fit Jeans,Clothing,4,2200,8800,3503.3,2023-06-04,East,0
ORD01842,CUST0200,Mechanical Keyboard,Electronics,1,6500,6500,729.55,2023-06-04,North,0
ORD01988,CUST0170,Laptop Pro X1,Electronics,3,85000,255000,25576.68,2023-06-04,North,0
ORD01091,CUST0191,Smart Watch Series 5,Electronics,3,18700.0,56100.0,8218.62,2023-06-05,West,15.0
ORD01239,CUST0031,Yoga Mat Premium,Sports,3,1710.0,5130.0,1402.49,2023-06-05,South,5.0
ORD01425,CUST0123,USB-C Hub,Electronics,5,2880.0,14400.0,1260.0,2023-06-06,South,10.0
ORD01475,CUST0016,Sports Shorts,Clothing,1,810.0,810.0,285.4,2023-06-06,Central,10.0
ORD01974,CUST0129,Machine Learning A-Z,Books,4,779.0,3116.0,1507.79,2023-06-06,East,5.0
ORD00364,CUST0256,USB-C Hub,Electronics,3,3200,9600,1010.57,2023-06-07,South,0
ORD00479,CUST0026,Slim Fit Jeans,Clothing,5,1980.0,9900.0,4137.91,2023-06-07,West,10.0
ORD01890,CUST0153,Winter Jacket,Clothing,5,4930.0,24650.0,9169.98,2023-06-07,North,15.0
ORD01252,CUST0037,Jump Rope Pro,Sports,2,323.0,646.0,196.69,2023-06-08,East,15.0
ORD00744,CUST0226,Resistance Bands Set,Sports,2,1200,2400,824.08,2023-06-09,North,0
ORD01437,CUST0244,Python Mastery,Books,3,712.5,2137.5,657.62,2023-06-09,North,5.0
ORD01771,CUST0150,Non-stick Cookware Set,Home & Kitchen,4,5780.0,23120.0,6244.87,2023-06-09,East,15.0
ORD01856,CUST0128,Wireless Headphones,Electronics,5,8500,42500,3943.78,2023-06-09,South,0
ORD00753,CUST0127,Laptop Pro X1,Electronics,3,85000,255000,32893.29,2023-06-10,Central,0
ORD00985,CUST0284,Jump Rope Pro,Sports,5,361.0,1805.0,551.72,2023-06-10,Central,5.0
ORD01111,CUST0061,Foam Roller,Sports,4,902.5,3610.0,815.39,2023-06-10,South,5.0
ORD01777,CUST0254,Winter Jacket,Clothing,3,4640.0,13920.0,6053.95,2023-06-10,West,20.0
ORD00465,CUST0052,Machine Learning A-Z,Books,3,820,2460,805.13,2023-06-11,East,0
ORD00646,CUST0019,Resistance Bands Set,Sports,2,1020.0,2040.0,448.91,2023-06-11,East,15.0
ORD01216,CUST0049,Sports Shorts,Clothing,1,900,900,384.4,2023-06-11,West,0
ORD01405,CUST0055,Air Fryer Deluxe,Home & Kitchen,1,7125.0,7125.0,2320.01,2023-06-11,Central,5.0
ORD01577,CUST0149,Wireless Headphones,Electronics,4,7225.0,28900.0,3346.35,2023-06-11,East,15.0
ORD00123,CUST0063,Clean Code,Books,5,416.0,2080.0,723.55,2023-06-12,North,20.0
ORD01565,CUST0207,Foam Roller,Sports,1,950,950,354.7,2023-06-12,North,0
ORD01838,CUST0290,Laptop Pro X1,Electronics,5,68000.0,340000.0,31019.39,2023-06-12,North,20.0
ORD00582,CUST0113,Bed Sheet Set,Home & Kitchen,5,2800,14000,4451.14,2023-06-13,South,0
ORD01786,CUST0057,Machine Learning A-Z,Books,3,656.0,1968.0,952.57,2023-06-13,Central,20.0
ORD01990,CUST0090,Business Analytics,Books,3,580,1740,801.21,2023-06-13,East,0
ORD00118,CUST0179,USB-C Hub,Electronics,3,3200,9600,1411.33,2023-06-14,West,0
ORD00964,CUST0047,Air Fryer Deluxe,Home & Kitchen,3,6750.0,20250.0,5106.55,2023-06-14,South,10.0
ORD01017,CUST0047,Non-stick Cookware Set,Home & Kitchen,3,6800,20400,6709.82,2023-06-14,South,0
ORD01885,CUST0031,Yoga Mat Premium,Sports,2,1800,3600,1103.64,2023-06-14,West,0
ORD01968,CUST0036,USB-C Hub,Electronics,5,2880.0,14400.0,1566.44,2023-06-14,South,10.0
ORD01310,CUST0063,Business Analytics,Books,2,522.0,1044.0,356.26,2023-06-15,North,10.0
ORD01427,CUST0049,USB-C Hub,Electronics,3,3200,9600,1664.69,2023-06-15,West,0
ORD01570,CUST0252,Running Shoes,Clothing,3,4500,13500,3918.22,2023-06-15,West,0
ORD00293,CUST0240,Sports Shorts,Clothing,2,720.0,1440.0,392.44,2023-06-16,East,20.0
ORD00930,CUST0177,Smart Watch Series 5,Electronics,3,20900.0,62700.0,8400.96,2023-06-16,South,5.0
ORD00949,CUST0192,Data Science Handbook,Books,5,650,3250,1524.43,2023-06-16,Central,0
ORD00085,CUST0086,Non-stick Cookware Set,Home & Kitchen,5,5780.0,28900.0,8894.08,2023-06-17,Central,15.0
ORD00940,CUST0111,Yoga Mat Premium,Sports,4,1440.0,5760.0,1725.99,2023-06-17,West,20.0
ORD00950,CUST0075,Yoga Mat Premium,Sports,4,1530.0,6120.0,1495.66,2023-06-17,East,15.0
ORD01317,CUST0282,Data Science Handbook,Books,3,617.5,1852.5,796.49,2023-06-17,East,5.0
ORD00885,CUST0073,Smart Watch Series 5,Electronics,2,18700.0,37400.0,4375.53,2023-06-18,West,15.0
ORD00802,CUST0144,Wireless Headphones,Electronics,3,8075.0,24225.0,3455.72,2023-06-19,North,5.0
ORD00472,CUST0001,Air Fryer Deluxe,Home & Kitchen,4,7125.0,28500.0,8831.8,2023-06-20,North,5.0
ORD00253,CUST0156,Coffee Maker Pro,Home & Kitchen,5,4200,21000,5783.11,2023-06-22,Central,0
ORD01026,CUST0046,Resistance Bands Set,Sports,2,1200,2400,830.94,2023-06-22,West,0
ORD01223,CUST0091,Yoga Mat Premium,Sports,1,1620.0,1620.0,572.61,2023-06-22,East,10.0
ORD01642,CUST0050,Coffee Maker Pro,Home & Kitchen,5,3360.0,16800.0,4641.92,2023-06-22,South,20.0
ORD01934,CUST0032,Mechanical Keyboard,Electronics,1,5525.0,5525.0,648.16,2023-06-22,Central,15.0
ORD00847,CUST0289,Protein Shaker,Sports,1,382.5,382.5,116.73,2023-06-23,East,15.0
ORD01717,CUST0096,Slim Fit Jeans,Clothing,5,1870.0,9350.0,4143.48,2023-06-23,East,15.0
ORD00626,CUST0111,Air Fryer Deluxe,Home & Kitchen,5,7125.0,35625.0,11759.65,2023-06-24,West,5.0
ORD00778,CUST0082,Machine Learning A-Z,Books,5,779.0,3895.0,1202.7,2023-06-24,West,5.0
ORD01090,CUST0004,Clean Code,Books,4,520,2080,743.29,2023-06-25,South,0
ORD00958,CUST0227,Coffee Maker Pro,Home & Kitchen,5,3360.0,16800.0,5804.68,2023-06-26,Central,20.0
ORD00458,CUST0113,Yoga Mat Premium,Sports,4,1800,7200,2796.03,2023-06-27,Central,0
ORD01538,CUST0205,Clean Code,Books,3,520,1560,654.28,2023-06-27,North,0
ORD00161,CUST0002,Coffee Maker Pro,Home & Kitchen,2,4200,8400,2360.67,2023-06-28,East,0
ORD00445,CUST0263,Blender 1000W,Home & Kitchen,3,3500,10500,3391.64,2023-06-28,North,0
ORD00540,CUST0152,Winter Jacket,Clothing,4,5800,23200,6263.11,2023-06-28,East,0
ORD00662,CUST0017,Machine Learning A-Z,Books,3,779.0,2337.0,1103.25,2023-06-28,Central,5.0
ORD01568,CUST0227,Laptop Pro X1,Electronics,5,72250.0,361250.0,59269.54,2023-06-28,East,15.0
ORD01975,CUST0185,Machine Learning A-Z,Books,2,820,1640,700.97,2023-06-28,South,0
ORD00116,CUST0011,Foam Roller,Sports,5,950,4750,1697.46,2023-06-29,East,0
ORD00850,CUST0090,Laptop Pro X1,Electronics,2,72250.0,144500.0,18014.14,2023-06-29,Central,15.0
ORD01214,CUST0153,Business Analytics,Books,5,464.0,2320.0,1071.83,2023-06-29,West,20.0
ORD01783,CUST0083,Resistance Bands Set,Sports,3,1020.0,3060.0,1154.96,2023-06-29,West,15.0
ORD01965,CUST0008,Mechanical Keyboard,Electronics,3,5200.0,15600.0,2730.65,2023-06-29,South,20.0
ORD00290,CUST0274,Resistance Bands Set,Sports,2,1140.0,2280.0,863.67,2023-06-30,North,5.0
ORD01381,CUST0246,Coffee Maker Pro,Home & Kitchen,4,4200,16800,4517.66,2023-06-30,North,0
ORD01382,CUST0252,Sports Shorts,Clothing,3,900,2700,842.49,2023-07-01,South,0
ORD01452,CUST0172,Machine Learning A-Z,Books,2,779.0,1558.0,600.88,2023-07-01,North,5.0
ORD01519,CUST0073,Blender 1000W,Home & Kitchen,4,3325.0,13300.0,3326.44,2023-07-01,North,5.0
ORD01709,CUST0190,Laptop Pro X1,Electronics,5,72250.0,361250.0,34434.05,2023-07-01,North,15.0
ORD01785,CUST0236,Jump Rope Pro,Sports,5,361.0,1805.0,718.66,2023-07-01,South,5.0
ORD01937,CUST0177,Resistance Bands Set,Sports,2,1080.0,2160.0,620.68,2023-07-01,North,10.0
ORD01052,CUST0281,Laptop Pro X1,Electronics,4,85000,340000,40761.19,2023-07-02,Central,0
ORD01178,CUST0135,Cotton T-Shirt Pack,Clothing,3,960.0,2880.0,1039.39,2023-07-02,South,20.0
ORD01472,CUST0161,Clean Code,Books,2,520,1040,374.14,2023-07-02,West,0
ORD01638,CUST0219,Foam Roller,Sports,3,902.5,2707.5,750.91,2023-07-02,East,5.0
ORD01652,CUST0035,USB-C Hub,Electronics,5,2880.0,14400.0,1452.31,2023-07-02,West,10.0
ORD01774,CUST0203,Laptop Pro X1,Electronics,2,85000,170000,23302.67,2023-07-02,South,0
ORD00887,CUST0081,Jump Rope Pro,Sports,4,380,1520,336.14,2023-07-03,North,0
ORD01607,CUST0158,Laptop Pro X1,Electronics,3,68000.0,204000.0,21716.16,2023-07-03,Central,20.0
ORD00233,CUST0043,Protein Shaker,Sports,1,427.5,427.5,140.41,2023-07-04,West,5.0
ORD00521,CUST0176,Cotton T-Shirt Pack,Clothing,5,1140.0,5700.0,1588.28,2023-07-04,West,5.0
ORD00859,CUST0100,Sports Shorts,Clothing,3,765.0,2295.0,890.59,2023-07-04,Central,15.0
ORD01393,CUST0078,Laptop Pro X1,Electronics,4,76500.0,306000.0,34726.23,2023-07-05,South,10.0
ORD00093,CUST0195,Foam Roller,Sports,1,902.5,902.5,336.79,2023-07-06,East,5.0
ORD01024,CUST0168,Coffee Maker Pro,Home & Kitchen,2,4200,8400,2202.27,2023-07-06,East,0
ORD01344,CUST0241,Coffee Maker Pro,Home & Kitchen,3,4200,12600,3208.9,2023-07-06,West,0
ORD01815,CUST0288,Non-stick Cookware Set,Home & Kitchen,3,5780.0,17340.0,4612.55,2023-07-06,Central,15.0
ORD01840,CUST0239,Business Analytics,Books,2,493.0,986.0,360.96,2023-07-06,West,15.0
ORD01936,CUST0036,Protein Shaker,Sports,2,382.5,765.0,253.79,2023-07-06,South,15.0
ORD00660,CUST0162,Business Analytics,Books,5,464.0,2320.0,823.48,2023-07-07,West,20.0
ORD01634,CUST0224,Clean Code,Books,4,442.0,1768.0,578.0,2023-07-07,East,15.0
ORD01806,CUST0291,USB-C Hub,Electronics,2,3200,6400,675.89,2023-07-07,Central,0
ORD01817,CUST0049,Business Analytics,Books,3,493.0,1479.0,646.9,2023-07-07,West,15.0
ORD00319,CUST0164,Machine Learning A-Z,Books,4,820,3280,1180.73,2023-07-08,West,0
ORD00332,CUST0181,Python Mastery,Books,2,637.5,1275.0,521.87,2023-07-08,South,15.0
ORD01552,CUST0029,Clean Code,Books,3,494.0,1482.0,587.97,2023-07-08,North,5.0
ORD00963,CUST0064,Laptop Pro X1,Electronics,2,76500.0,153000.0,26027.98,2023-07-09,Central,10.0
ORD00967,CUST0110,Laptop Pro X1,Electronics,4,85000,340000,50936.52,2023-07-09,Central,0
ORD01360,CUST0147,Coffee Maker Pro,Home & Kitchen,3,3780.0,11340.0,2439.4,2023-07-09,West,10.0
ORD00382,CUST0215,Jump Rope Pro,Sports,2,342.0,684.0,197.72,2023-07-10,Central,10.0
ORD01264,CUST0214,Machine Learning A-Z,Books,4,820,3280,1099.72,2023-07-10,East,0
ORD01341,CUST0153,Business Analytics,Books,1,580,580,214.57,2023-07-10,East,0
ORD01873,CUST0144,Data Science Handbook,Books,3,650,1950,973.71,2023-07-10,Central,0
